company,ceo,phone,address,website,logo
쿼터백자산운용,조홍래,02-6105-6511,"서울시 영등포구 여의대로 108, 파크원타워1 26층   (07335)",http://www.qbinvestments.com,/upload/logo/20170622081040133.jpg
퀀트인자산운용,"강윤석, 한용전",02-761-8520,서울시 영등포구 국제금융로8길 11 대영빌딩 931호  (07333),http://www.quant-in.com,/upload/logo/1e8761fba739f672-629c30791704233276b-7fed-20200218172052.png
큐브인더스트리얼자산운용,임재임스태근,070-7705-4404,서울시 강남구 영동대로316 (새마을운동중앙회) 10층  (06177),http://https://qubeindustrialamc.com/,/upload/logo/noimage.jpg
크리에이트자산운용,신준호,02-6953-9334,"서울특별시 영등포구 여의대로 108, 파크원 타워2 27층  (07335)",http://www.kreateam.co.kr,/upload/logo/noimage.jpg
키움투자자산운용,김기현,02-789-0300,"서울특별시 영등포구 의사당대로96, 11,12층  (07331)",http://www.kiwoomam.com,/upload/logo/20141203012808007.gif
타이거대체투자운용,이승훈/김용훈,02-6954-1365,"서울시 종로구 종로1길 50, A동 10층 (중학동, 케이트윈타워) 케이트윈타워 (03142)",http://www.tigeralt.com,/upload/logo/20201026014052735.jpg
타이거자산운용투자일임,이재완,070-4015-8878,"서울시 강남구 테헤란로7길 11,301호, 602호(역삼동, 한덕빌딩) 한덕빌딩 (06134)",http://www.tigerinv.co.kr,/upload/logo/1e8761fba739f67279cea1f16ec55b90c6-7fa7-20200102101518.png
타임폴리오자산운용,황성환/차문현,02-533-8940,"서울시 영등포구 의사당대로 96, 16층 (TP Tower)  (07321)",http://www.timefolio.co.kr,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fb0-20221018154412.png
태성자산운용,박성수,02-734-9800,"서울특별시 동대문구 왕산로 10, 10층 (신설동, 한성빌딩)  (02582)",http://tsdaesung.com,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7fd4-20221104111039.JPG
템플턴하나자산운용,성운기,02-3774-0621,서울시 영등포구 여의공원로 101(여의도동) CCMM빌딩 3층 (07241),http://darbyoverseas.com,/upload/logo/e4d388e657fcc4ea52b8ec6b17a501ef683-7fe0-20210709140823.JPG
토러스자산운용,김영민,02-541-0700,서울시 영등포구 여의대로 14 KT여의도타워 14층  (07320),http://taurus.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fb6-20230516112748.png
토브자산운용,박찬형,02-6271-8465,"서울시 중구 세종대로 73, 17층  (04514)",http://www.tovasset.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fb2-20230516130243.png
토터스자산운용,설윤성,02-2058-0231,"서울시 강남구 논현로26길 52, 2층(도곡동, 한설빌딩)  (06300)",http://www.torpar.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fb0-20230516130336.png
트러스타자산운용,유정상,02-6952-1167,"서울시 강남구 테헤란로 409, 동신빌딩 6층  (06162)",http://www.trustarmgt.com/,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fe5-20221018150249.png
트러스톤자산운용,"황성택, 이성원, 김영호",02-6308-0500,서울시 성동구 뚝섬로1길 10 (성수동1가)  (04779),http://www.trustonasset.com,/upload/logo/20160905030019578.jpg
티아이자산운용,김지성,02-786-7360,"서울 영등포구 여의대방로 376, 나라키움여의도빌딩 23층  (07342)",http://www.tiasset.co.kr/,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fd8-20221018150918.JPG
티엘자산운용,이혁진,02-783-8883,"서울특별시 영등포구 여의나루로 71, 14층 03호  (07327)",http://www.tyelam.com,/upload/logo/20170622035449072.jpg
파로스자산운용,"윤대은, 최형",02-780-8734,서울시 영등포구 여의공원로101 901A 호(여의도동 CCMM빌딩)  (07241),http://www.pharosam.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fa2-20230516131130.png
파이브트리자산운용,경병선,02-780-1997,"서울 영등포구 국제금융로 6길 30, 8층 812호 (여의도동, 백상빌딩)  (07333)",http://www.fivetree.co.kr,/upload/logo/20200825045527980.jpg
파인밸류자산운용,"이상욱, 이진욱",02-783-5069,서울시 영등포구 국제금융로 10 Three IFC 42층 (07326),http://www.findvalue.co.kr,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7fe1-20221026152945.jpg
파인스트리트자산운용,"나성수, 조건호",02-3458-4700,"서울시 영등포구 여의대로 108 파크원타워2, 29층  (07335)",http://pinestreetgrp.com/amc,/upload/logo/20160223094734897.gif
파인트리자산운용,이성제/김하석,070-8622-4789,"서울시 영등포구 의사당대로 8(여의도동, 태흥빌딩) 601호  (07236)",http://www.pinetreeim.com,/upload/logo/20170316111353605.jpg
퍼시픽브릿지자산운용,이덕건,02-2088-7037,서울시 강남구 영동대로 511 1904호 (삼성동 트레이드타워)  (06164),http://www.pacificbridgeam.com,/upload/logo/1e8761fba739f672-7ffdcc0c16b3135395d-7f38.jpg
퍼시픽자산운용,홍창민,02-2135-1481,"서울시 강남구 테헤란로 432 (대치동, DB금융센터 20층)  (06194)",http://www.pacific-amc.com,/upload/logo/20161018034506655.jpg
페블스톤자산운용,황태웅,02-2000-6820,"서울시 종로구 종로3길 17, 광화문D타워 D1 18층  (03155)",http://www.ps-amc.com,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7ff4-20221019174339.jpg
페블즈자산운용,추용,02-562-0900,"서울시 강남구 도산대로 330,  10, 11층 (논현동, 서림빌딩)  (06142)",http://www.pebblesinvestment.com,/upload/logo/1e8761fba739f672-7ffdcc0c16b3135395d-7efc.JPG
페트라자산운용,용환석/이찬형,02-3774-0978,"서울시 영등포구 은행로 25, 9층  (07238)",http://www.petracm.com,/upload/logo/20160223094807503.gif
포트코리아자산운용,신현기,02-2070-6400,"서울시 영등포구 국회대로62길5, 9층 (신태진빌딩)  (07236)",http://www.fortkorea.com,/upload/logo/20180212073758950.jpg
푸른파트너스자산운용,주신홍,02-512-7677,"서울시 서초구 강남대로 581 (잠원동, 푸른빌딩) 푸른빌딩 (06530)",http://www.prpt.co.kr,/upload/logo/20160622113832733.jpg
프라임자산운용,장우철,02-6713-8380,"서울시 영등포구 국제금융로 20, 2층(여의도동, 율촌개발㈜빌딩)  (07327)",http://www.primeam.co.kr,/upload/logo/e4d388e657fcc4ea-c5e6cc81793f6b0a61-7fef-20210507111203.jpg
프라핏자산운용,서웅교,02-567-9905,서울시 강남구 테헤란로 312 비전타워 15층  (06211),http://www.prophet-asset.com,/upload/logo/e4d388e657fcc4ea-406522317195d5e3a4-7fec-20200428200846.bmp
플랫폼파트너스자산운용,"문두환, 이재혁",02-546-9660,서울시 강남구 압구정로 36길 4  (06023),http://www.platformasset.com/,/upload/logo/20161018053214900.jpg
플러스자산운용,백운성,02-3787-2700,서울시 영등포구 국제금융로 10 IFC Three 36층 (07326),http://www.plusasset.com,/upload/logo/A01058.gif
피데스자산운용,송상종,02-567-8400,서울시 영등포구 의사당대로 97 교보증권빌딩 14층 교보증권빌딩 (07327),http://www.fides.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f8d-20230516133044.png
피델리티자산운용,권준,02-3783-0901,서울시 중구 세종대로 136 서울파이낸스센터 6층 (04520),http://www.fidelity.co.kr,/upload/logo/20160201063452398.gif
피보나치자산운용,태혁진,02-6273-3800,"서울시 용산구 서빙고로17, 용산센트럴파크타워 오피스동 1205호  (04387)",http://www.fbncasset.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f8a-20230516133320.png
피에스자산운용,김남영,02-6053-4271,서울시 영등포구 여의나루로 67 (여의도동 신송빌딩 14층)  (07327),http://www.pitta.co.kr/,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7fec-20221021151746.png
피티알자산운용,이만열,02-2039-6812,"서울시 영등포구 국제금융로 10, Three IFC 30층  (07326)",http://www.ptrfund.com/,/upload/logo/20180212073822785.jpg
핀시커자산운용,이기훈,02-538-9921,"서울특별시 강남구 테헤란로7길 12, 5층 507호  (06133)",,/upload/logo/noimage.jpg
하나대체투자자산운용,정해성,02-2190-6500,서울시 중구 을지로 66 하나금융그룹 명동사옥 (04538),http://www.hana-aamc.com/,/upload/logo/20180117055326939.png
하나자산운용,김태우,02-3771-7800,서울시 영등포구 의사당대로 82 하나증권빌딩 15층  (07321),http://www.hanaam.com,/upload/logo/1e8761fba739f672-7270df85197a050e7b9-7fbe-20250708103550.png
하우자산운용,"김종욱, 황영만",2050-4700,"서울시 강남구 테헤란로 223, 큰길타워빌딩 15층 하우자산운용(주)  (06142)",http://www.howasset.com,/upload/logo/1e8761fba739f672-2366035019ede121a49-7fec-20260622172040.jpg
하이즈에셋자산운용,김준기,02-2039-5550,"서울시 강남구 영동대로 611, 12층(삼성동, 찬앤찬타워)  (06087)",http://hizeasset.com/,/upload/logo/e4d388e657fcc4ea-6fa67f8f1722b8d6dab-7f70-20200618183228.PNG
한강에셋자산운용,김수철,02-6137-6731,"서울시 영등포구 국제금융로 10,  국제금융센터 Three IFC 53층 Three IFC (07326)",http://www.hangangasset.com/,/upload/logo/20160421093920359.png
한국교통자산운용,성훈진,02-6328-8800,서울 중구 남대문로5길 37 극동빌딩 8층  (04526),http://www.KOTAM.com.sg,/upload/logo/20180110104228468.jpg
한국대성자산운용,이규엽,02-2088-3185,"서울시 영등포구 국제금융로8길 19, 401호(여의도동, 중앙빌딩)  (07333)",http://www.kdsasset.com,/upload/logo/20170213102459013.jpg
한국대안투자자산운용,서정규,02-535-6050,서울시 서초구 서평대로 26길 48 미성빌딩 5층  (06577),http://www.thekaic.com,/upload/logo/20160223094230638.gif
한국대체투자자산운용,김성식/이유열,02-2088-3597,서울시 강남구 논현로 612 3층 한국대체투자자산운용  (06109),http://www.kaam.kr,/upload/logo/20200825043428520.jpg
한국성장금융투자운용,허성무,02-2090-9100,"서울시 영등포구 국제금융로8길 31, SK증권빌딩 12층  (07332)",http://www.kgrowth.or.kr,/upload/logo/20160622114158852.jpg
한국채권투자운용,김형호,02-782-5100,서울시 영등포구 의사당대로 143 금융투자센터빌딩 5층  (07332),http://kfiam.co.kr,/upload/logo/20210916013558119.png
한국투자리얼에셋운용,김용식,02-6112-5999,"서울시 영등포구 여의대로 108, 41층(여의도동, 파크원타워2)  (07335)",http://kira.koreainvestment.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f73-20230516140033.png
한국투자밸류자산운용,이석로,02-3276-6000,"서울시 영등포구 국제금융로2길 28, 현대차증권빌딩 16층, 17층  (07325)",http://www.koreavalueasset.com,/upload/logo/20140425112510745.gif
한국투자신탁운용,배재규,02-2055-5555,"서울특별시 영등포구 국제금융로6길 33, 12층 16호 (여의도동, 맨하탄빌딩) FKI TOWER (07320)",http://www.kim.co.kr,/upload/logo/1e8761fba739f672-b1b21c018898d8cf97-7ff4-20230609104651.png
한스프라임자산운용,진현수,02-6243-0070,서울시 서초구 서초대로397 부띠크모나코 A2608호  (06616),http://www.hansprime.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f6a-20230516140516.png
한일퍼스트자산운용,황윤선,02-780-5812,"서울시 영등포구 의사당대로 21, 3층(여의도동, 한국기업데이터빌딩)  (07333)",http://www.hanilfirst.com,/upload/logo/20170213102045322.jpg
한화인베스트먼트,이명재,02-6328-1301,"서울시 중구 마른내로27, 7층(초동, 타워107)  (04550)",,/upload/logo/noimage.jpg
한화자산운용,권희백,02-6950-0000,"서울시 영등포구 63로 50, 63빌딩 46, 47, 49, 50, 51, 53층 (07345)",http://www.hanwhafund.com,/upload/logo/A01021.gif
허브자산운용,차원주/김종석,02-6959-9023,"서울시 강남구 봉은사로 429, 6층 (삼성동 위즈빌딩)  (06097)",http://www.hubasset.co.kr,/upload/logo/1e8761fba739f672-4c73d04c1862f71345a-7fdc-20230216181238.jpg
헤리티지자산운용,송현석,02-6295-1742,서울시 영등포구 국제금융로 10 20층 One IFC 헤리티지자산운용  (07326),http://www.heritagefund.co.kr,/upload/logo/e4d388e657fcc4ea-219ec634180986010b4-7fb1-20220525144909.jpg
현대얼터너티브,이용규,02-6011-0421,"서울특별시 영등포구 의사당대로3, 5층(여의도동 현대카드빌딩 1관)  (07237)",http://https://www.hyundaialternative.com/,/upload/logo/1e8761fba739f672-7270df85197a050e7b9-7fff-20250624140226.png
현대인베스트먼트자산운용,김승호,02-6276-7000,"서울시 영등포구 국제금융로8길 16, 신영증권빌딩 10층  (07330)",http://www.hdfund.co.kr,/upload/logo/A01047.gif
현대자산운용,정욱,02-2090-0500,"서울시 영등포구 여의대로 24, FKI타워 20층  (07320)",http://www.hyundaiam.com,/upload/logo/A01082.gif
현대하임자산운용,정정이,02-318-0113,"서울시 중구 을지로5길 19, 15층 (수하동,페럼타워)  (04539)",http://www.h-aim.co.kr,/upload/logo/1e8761fba739f672-7270df85197a050e7b9-7ffd-20250624140426.png
화인자산운용,정민철,02-399-0224,"서울시 종로구 청계천로 41 (서린동, 영풍빌딩)  (03188)",http://www.fineinvestment.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f62-20230516141412.png
황소자산운용,오준규,02-782-7530,"서울 영등포구 국제금융로 10, Two IFC, 10F  (07327)",http://www.bullsasset.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f5b-20230516141513.png
흥국자산운용,이두복,02-2122-2800,"서울시 영등포구 국제금융로8길 16, 신영증권빌딩 10층 흥국생명빌딩3층 (07330)",http://www.hkfund.co.kr,/upload/logo/A01032.gif
